FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location.adminArea1,location.adminArea1Type,location.adminArea3,location.adminArea3Type,location.adminArea4,location.adminArea4Type,location.adminArea5,location.adminArea5Type,location.displayLatLng.lat,location.displayLatLng.lng,location.dragPoint,location.geocodeQuality,location.geocodeQualityCode,location.latLng.lat,location.latLng.lng,location.linkId,location.mapUrl,location.postalCode,location.sideOfStreet,location.street,location.type,location_type,neighborho,posted_dat,reason,submission_sets.support.length,submission_sets.support.url,submitter,submitter_name,updated_datetime,url,user_avata,user_name,user_token,visible
6313,1,2014-08-04T15:53:16.388106+00:00,568,POINT (-73.9579739999999930 40.7324369999999973),0,240280,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Greenpoint,5/5/2012 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240280/support,,,2014-08-04T15:53:16.391943+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240280,,,,True
6312,1,2014-08-04T15:53:16.335905+00:00,568,POINT (-73.9614499999999992 40.7325829999999982),0,240279,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Greenpoint,5/5/2012 0:00:00,,,,,,2014-08-04T15:53:16.338953+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240279,,,,True
6311,1,2014-08-04T15:53:16.289157+00:00,568,POINT (-73.9580169999999981 40.7325510000000008),0,240278,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Greenpoint,5/5/2012 0:00:00,,,,,,2014-08-04T15:53:16.291894+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240278,,,,True
6310,1,2014-08-04T15:53:16.228875+00:00,568,POINT (-73.9577170000000024 40.7319820000000021),0,240277,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Greenpoint,5/5/2012 0:00:00,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240277/support,,,2014-08-04T15:53:16.233348+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240277,,,,True
6308,1,2014-08-04T15:53:16.154779+00:00,568,POINT (-73.9578029999999984 40.7316489999999973),0,240276,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Greenpoint,5/5/2012 0:00:00,,,,,,2014-08-04T15:53:16.157227+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240276,,,,True
6307,1,2014-08-04T15:53:16.057843+00:00,568,POINT (-73.9578669999999931 40.7317139999999966),0,240275,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Greenpoint,5/5/2012 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240275/support,,,2014-08-04T15:53:16.062843+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240275,,,,True
6304,1,2014-08-04T15:53:15.977542+00:00,568,POINT (-73.9580820000000045 40.7326729999999984),0,240274,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Greenpoint,5/5/2012 0:00:00,,,,,,2014-08-04T15:53:15.988748+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240274,,,,True
6306,1,2014-08-04T15:53:15.899256+00:00,568,POINT (-73.9579310000000021 40.7313559999999981),0,240273,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Greenpoint,5/5/2012 0:00:00,,,,,,2014-08-04T15:53:15.901808+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240273,,,,True
6305,1,2014-08-04T15:53:15.854666+00:00,568,POINT (-73.9578669999999931 40.7314209999999974),0,240272,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Greenpoint,5/5/2012 0:00:00,,,,,,2014-08-04T15:53:15.857569+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240272,,,,True
6303,1,2014-08-04T15:53:15.843323+00:00,568,POINT (-73.9575880000000012 40.7322670000000002),0,240271,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Greenpoint,5/5/2012 0:00:00,,,,,,2014-08-04T15:53:15.856170+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240271,,,,True
6302,1,2014-08-04T15:53:15.698752+00:00,568,POINT (-73.9579959999999943 40.7323799999999991),0,240270,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Greenpoint,5/5/2012 0:00:00,,,,,,2014-08-04T15:53:15.701421+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240270,,,,True
6301,1,2014-08-04T15:53:15.653395+00:00,568,POINT (-73.9580600000000032 40.7323319999999995),0,240269,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Greenpoint,5/5/2012 0:00:00,,,,,,2014-08-04T15:53:15.678377+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240269,,,,True
6300,1,2014-08-04T15:53:15.645750+00:00,568,POINT (-73.9580600000000032 40.7320390000000003),0,240268,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Greenpoint,5/5/2012 0:00:00,,,,,,2014-08-04T15:53:15.673571+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240268,,,,True
6299,1,2014-08-04T15:53:15.519899+00:00,568,POINT (-73.9580169999999981 40.7318599999999975),0,240267,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Greenpoint,5/5/2012 0:00:00,,,,,,2014-08-04T15:53:15.524435+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240267,,,,True
6298,1,2014-08-04T15:53:15.453100+00:00,568,POINT (-73.9576950000000011 40.7320229999999981),0,240266,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Greenpoint,5/5/2012 0:00:00,,,,,,2014-08-04T15:53:15.462087+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240266,,,,True
6297,1,2014-08-04T15:53:15.382793+00:00,568,POINT (-73.9579099999999983 40.7321359999999970),0,240265,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Greenpoint,5/5/2012 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240265/support,,,2014-08-04T15:53:15.387458+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240265,,,,True
6295,1,2014-08-04T15:53:15.362337+00:00,568,POINT (-73.9580600000000032 40.7322830000000025),0,240263,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Greenpoint,5/5/2012 0:00:00,,,,,,2014-08-04T15:53:15.364815+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240263,,,,True
6296,1,2014-08-04T15:53:15.356663+00:00,568,POINT (-73.9578669999999931 40.7323799999999991),0,240264,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Greenpoint,5/5/2012 0:00:00,,,,,,2014-08-04T15:53:15.361380+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240264,,,,True
6294,1,2014-08-04T15:53:15.233253+00:00,568,POINT (-73.9579099999999983 40.7322010000000034),0,240262,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Greenpoint,5/5/2012 0:00:00,,,,,,2014-08-04T15:53:15.235869+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240262,,,,True
6293,1,2014-08-04T15:53:15.183874+00:00,568,POINT (-73.9579420000000027 40.7317859999999996),0,240261,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Greenpoint,5/5/2012 0:00:00,,,,,,2014-08-04T15:53:15.187836+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240261,,,,True
6292,1,2014-08-04T15:53:15.169275+00:00,568,POINT (-73.9728810000000010 40.7905960000000007),0,240260,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Upper West Side,5/5/2012 0:00:00,I live near here,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240260/support,,,2014-08-04T15:53:15.171879+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240260,,Shaya L.,,True
6291,1,2014-08-04T15:53:15.131193+00:00,568,POINT (-73.9555390000000017 40.7771049999999988),0,240259,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Upper East Side,5/5/2012 0:00:00,in front of loyala church...on 83rd and park...since very quiet/few pedestrians and no residential building on this site. could link up with the 125th and park station for riding down park avenue and linking up with the subway lines along 86th street.,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240259/support,,,2014-08-04T15:53:15.133768+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240259,,,,True
6290,1,2014-08-04T15:53:14.993382+00:00,568,POINT (-73.9389309999999966 40.8044939999999983),0,240258,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Harlem,5/5/2012 0:00:00,would encourage people to get off metronorth trains at 125th street since riding down park avenue by bike is a great alternative. although a designated bike path down park avenue would help. no trucks..commercial traffic on park avenue = safer ride.,,,,,2014-08-04T15:53:14.996041+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240258,,,,True
6288,1,2014-08-04T15:53:14.976363+00:00,568,POINT (-73.9497020000000020 40.7161490000000015),0,240257,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Williamsburg,5/5/2012 0:00:00,If it's raining you can ride quite far under the BQE on your way toward the bridge. There is lots of room to place bikes without disruption under the BQE since there is a surplus of parking for cars,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240257/support,,,2014-08-04T15:53:14.978790+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240257,,Albert Q,,True
6289,0,2014-08-04T15:53:14.965199+00:00,568,POINT (-73.9499600000000044 40.7164750000000026),0,240256,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Williamsburg,,Lots of room for bikes sheltered from rain and snow,,,,,2014-08-04T15:53:14.969211+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240256,,Frances G,,True
6285,0,2014-08-04T15:53:14.845880+00:00,568,POINT (-73.9369140000000016 40.8027719999999974),0,240255,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,East Harlem,,I live in Williamsburg and work in Harlem. Some days,,,,,2014-08-04T15:53:14.905784+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240255,,,,True
6287,1,2014-08-04T15:53:14.818480+00:00,568,POINT (-73.7563690000000065 40.7538640000000001),0,240254,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Bayside,5/5/2012 0:00:00,This is the site of Queensboro Community College. Many Students will be benefited for the bike share program.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240254/support,,,2014-08-04T15:53:14.821069+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240254,,Joseph Chan,,True
6286,0,2014-08-04T15:53:14.801842+00:00,568,POINT (-73.9195330000000013 40.8785730000000029),0,240253,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Riverdale,,Commuting to Riverdale is not easy. Subway stops Dyckman means commuters can ride through Inwood park,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240253/support,,,2014-08-04T15:53:14.804211+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240253,,,,True
6284,0,2014-08-04T15:53:14.604910+00:00,568,POINT (-73.9166469999999975 40.6908480000000026),0,240252,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Bushwick,,The closest subway is quite a walk,,,,,2014-08-04T15:53:14.607839+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240252,,Katie,,True
6283,1,2014-08-04T15:53:14.453237+00:00,568,POINT (-73.9570410000000038 40.7654360000000011),0,240251,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Upper East Side,5/4/2012 0:00:00,,,,,,2014-08-04T15:53:14.456291+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240251,,nick,,True
6282,2,2014-08-04T15:53:14.381675+00:00,568,POINT (-73.9391880000000015 40.8048190000000019),0,240250,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Harlem,5/4/2012 0:00:00,I could ride from the harlem metro north station to my job on the upper east side,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240250/support,,,2014-08-04T15:53:14.431135+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240250,,nick,,True
6281,0,2014-08-04T15:53:14.249775+00:00,568,POINT (-73.9255090000000052 40.7435899999999975),0,240249,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Sunnyside,,Because it's a local station right before Queensboro Plaza,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240249/support,,,2014-08-04T15:53:14.280033+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240249,,Carolyn,,True
6279,1,2014-08-04T15:53:14.223062+00:00,568,POINT (-73.9580710000000039 40.7248590000000021),0,240248,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Williamsburg,5/3/2012 0:00:00,It is a convenient location near the park and public transport,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240248/support,,,2014-08-04T15:53:14.273323+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240248,,Richard,,True
6280,1,2014-08-04T15:53:13.986939+00:00,568,POINT (-73.9512050000000016 40.7231519999999989),0,240247,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Williamsburg,5/3/2012 0:00:00,Location near the park and public transport,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240247/support,,,2014-08-04T15:53:13.990243+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240247,,Richard,,True
6277,1,2014-08-04T15:53:13.896383+00:00,568,POINT (-73.9863950000000017 40.7813609999999969),0,240246,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Upper West Side,5/3/2012 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240246/support,,,2014-08-04T15:53:13.901337+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240246,,Dion,,True
6278,1,2014-08-04T15:53:13.823946+00:00,568,POINT (-73.9593160000000012 40.8148229999999970),0,240245,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Morningside Heights,5/3/2012 0:00:00,I live here and want a bike share option!,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240245/support,,,2014-08-04T15:53:13.830446+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240245,,lillian,,True
6274,1,2014-08-04T15:53:13.775318+00:00,568,POINT (-73.9857350000000054 40.7806459999999973),0,240244,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Upper West Side,5/2/2012 0:00:00,I want to be able to ride along the Hudson to hopefully get to work and to run errands or go out in Manhattan,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240244/support,,,2014-08-04T15:53:13.778175+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240244,,Catherine,,True
6276,1,2014-08-04T15:53:13.635200+00:00,568,POINT (-73.9770819999999958 40.7845129999999969),0,240243,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Upper West Side,5/2/2012 0:00:00,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240243/support,,,2014-08-04T15:53:13.666552+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240243,,Kathryn,,True
6275,2,2014-08-04T15:53:13.632367+00:00,568,POINT (-73.9758810000000011 40.7837329999999980),0,240242,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Upper West Side,5/2/2012 0:00:00,i live here!,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240242/support,,,2014-08-04T15:53:13.634952+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240242,,Kathryn,,True
6273,1,2014-08-04T15:53:13.469235+00:00,568,POINT (-74.0002139999999997 40.6549619999999976),0,240241,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Windsor Terrace,5/2/2012 0:00:00,Because I will keep me from taking my car into Park slope to buy things I need.,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240241/support,,,2014-08-04T15:53:13.480612+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240241,,Seth Wright,,True
6272,1,2014-08-04T15:53:13.341418+00:00,568,POINT (-73.9728340000000060 40.6642300000000034),0,240240,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Park Slope,5/2/2012 0:00:00,its great!!,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240240/support,,,2014-08-04T15:53:13.344173+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240240,,Laura,,True
6271,1,2014-08-04T15:53:13.302345+00:00,568,POINT (-73.9736060000000037 40.6565319999999986),0,240239,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Windsor Terrace,5/2/2012 0:00:00,There is an entrance to Prospect Park right here on 16th street and PPSW,,,,,2014-08-04T15:53:13.305360+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240239,,Edgar,,True
6269,1,2014-08-04T15:53:13.219014+00:00,568,POINT (-74.0166830000000004 40.6741850000000014),0,240238,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Red Hook,5/2/2012 0:00:00,Gets me over to Fairway!,6,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240238/support,,,2014-08-04T15:53:13.235691+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240238,,,,True
6270,1,2014-08-04T15:53:13.206992+00:00,568,POINT (-73.9361410000000063 40.6150189999999967),0,240237,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Flatlands,5/2/2012 0:00:00,There is limited public transportation from this area. A bike sharing station would be very helpful to residents of Marine Park,,,,,2014-08-04T15:53:13.216054+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240237,,KP,,True
6268,1,2014-08-04T15:53:13.174823+00:00,568,POINT (-73.9891420000000011 40.5962019999999981),0,240236,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Bensonhurst,5/2/2012 0:00:00,Right next to subway and would be great to get over to the Redhook waterfront!,,,,,2014-08-04T15:53:13.177230+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240236,,,,True
6267,1,2014-08-04T15:53:13.093253+00:00,568,POINT (-73.9793569999999931 40.6579570000000032),0,240235,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Windsor Terrace,5/2/2012 0:00:00,I live near this station and I would use the bikes for local erands rather then my car.,,,,,2014-08-04T15:53:13.095815+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240235,,,,True
6266,1,2014-08-04T15:53:12.995535+00:00,568,POINT (-73.9346819999999951 40.8544690000000017),0,240234,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Washington Heights,5/2/2012 0:00:00,I live here!,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240234/support,,,2014-08-04T15:53:12.997938+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240234,,Erika,,True
6264,0,2014-08-04T15:53:12.985038+00:00,568,POINT (-73.9482380000000035 40.7896140000000003),0,240233,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,East Harlem,,A bike station at 102nd and Lex because it's only 1 block away from the subway,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240233/support,,,2014-08-04T15:53:12.987535+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240233,,,,True
6265,1,2014-08-04T15:53:12.979412+00:00,568,POINT (-73.9786919999999952 40.6838150000000027),0,240232,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Boerum Hill,5/1/2012 0:00:00,,,,,,2014-08-04T15:53:12.982607+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240232,,Hannah,,True
6263,1,2014-08-04T15:53:12.908750+00:00,568,POINT (-73.9443600000000032 40.7877950000000027),0,240231,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,East Harlem,5/1/2012 0:00:00,i live by here,,,,,2014-08-04T15:53:12.912144+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240231,,,,True
6261,1,2014-08-04T15:53:12.786761+00:00,568,POINT (-74.0313699999999955 40.6145789999999991),0,240230,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Fort Hamilton,5/1/2012 0:00:00,this is a great location for a recreational ride along the water for residents and tourists.,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240230/support,,,2014-08-04T15:53:12.790327+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240230,,eric,,True
6262,1,2014-08-04T15:53:12.784572+00:00,568,POINT (-73.9690789999999936 40.6726389999999967),0,240229,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Prospect Heights,5/1/2012 0:00:00,It's a central location in park slope where people gather a lot and it will not interfere with normal foot traffic.,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240229/support,,,2014-08-04T15:53:12.787352+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240229,,Michelle,,True
6259,1,2014-08-04T15:53:12.772666+00:00,568,POINT (-73.9242320000000035 40.7435899999999975),0,240228,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Sunnyside,5/1/2012 0:00:00,,5,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240228/support,,,2014-08-04T15:53:12.775864+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240228,,,,True
6260,1,2014-08-04T15:53:12.733085+00:00,568,POINT (-73.9803440000000023 40.6722970000000004),0,240227,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Park Slope,5/1/2012 0:00:00,Park Slope needs bike share!,,,,,2014-08-04T15:53:12.735613+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240227,,Kristen,,True
6257,0,2014-08-04T15:53:12.580254+00:00,568,POINT (-73.9556680000000028 40.7639410000000026),0,240226,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Upper East Side,,With the proximity to New York Presbyterian Hospital,,,,,2014-08-04T15:53:12.582678+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240226,,Natalie,,True
6256,1,2014-08-04T15:53:12.568783+00:00,568,POINT (-73.9538759999999940 40.8274249999999981),0,240225,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Hamilton Heights,5/1/2012 0:00:00,this is near the bike path and also near a a recreation center. it would probably get pleanty of use and,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240225/support,,,2014-08-04T15:53:12.571341+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240225,,macD,,True
6255,1,2014-08-04T15:53:12.552299+00:00,568,POINT (-73.8668279999999982 40.8960780000000028),0,240224,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Woodlawn,5/1/2012 0:00:00,The 34 bus is quite unreliable and this will add a reliable way to get home.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240224/support,,,2014-08-04T15:53:12.554779+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240224,,James,,True
6258,0,2014-08-04T15:53:12.544757+00:00,568,POINT (-73.9696799999999968 40.7980620000000016),0,240223,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Upper West Side,,There are a number of hostels catering to foreign tourists near this intersection,,,,,2014-08-04T15:53:12.547634+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240223,,,,True
6254,1,2014-08-04T15:53:12.369149+00:00,568,POINT (-73.9252780000000058 40.7618200000000002),0,240222,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Long Island City,5/1/2012 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240222/support,,,2014-08-04T15:53:12.372094+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240222,,,,True
6253,1,2014-08-04T15:53:12.353968+00:00,568,POINT (-73.9590900000000033 40.8128949999999975),0,240221,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Morningside Heights,5/1/2012 0:00:00,want to be able to grab a bike near COlumbia U and bike downtown.,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240221/support,,,2014-08-04T15:53:12.357159+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240221,,,,True
6250,0,2014-08-04T15:53:12.324852+00:00,568,POINT (-73.9546809999999937 40.7643959999999979),0,240220,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Upper East Side,,It's near the hospital,,,,,2014-08-04T15:53:12.327702+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240220,,,,True
6252,0,2014-08-04T15:53:12.240170+00:00,568,POINT (-73.9498959999999954 40.8218379999999996),0,240219,,,,,,,,,,,,,,,,,,,,,,previous-suggestion,Hamilton Heights,,It's right near City College,,,,,2014-08-04T15:53:12.242842+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240219,,Jordan,,True
