FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.comments.length,submission_sets.comments.url,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
2629,2,2014-08-04T15:49:25.599719+00:00,568,POINT (-73.9628780000000035 40.6501760000000019),0,236647,previous-suggestion,Prospect Park South,9/16/2011 0:00:00,,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236647/support,,2014-08-04T15:49:25.602962+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236647,,,True
2628,0,2014-08-04T15:49:25.587678+00:00,568,POINT (-73.8820359999999994 40.7424869999999970),0,236646,previous-suggestion,Elmhurst,,It is good for the hospital employees. Bike share can reduce traffic,,,,,,2014-08-04T15:49:25.590071+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236646,,Anthony,True
2627,6,2014-08-04T15:49:25.547398+00:00,568,POINT (-73.9177519999999930 40.8159599999999969),0,236645,previous-suggestion,Mott Haven,9/16/2011 0:00:00,it the right thing to do for the Bronx! The Bronx needs this to get up and to ger tour,,,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236645/support,,2014-08-04T15:49:25.549785+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236645,,Charles,True
2626,5,2014-08-04T15:49:25.430554+00:00,568,POINT (-73.9894850000000019 40.6307019999999994),0,236644,previous-suggestion,Borough Park,9/16/2011 0:00:00,Very busy here,,,,,,2014-08-04T15:49:25.433963+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236644,,Satmar,True
2625,8,2014-08-04T15:49:25.405588+00:00,568,POINT (-73.9871030000000047 40.6329500000000010),0,236643,previous-suggestion,Borough Park,9/16/2011 0:00:00,Busy Synagogue,,,,,,2014-08-04T15:49:25.407821+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236643,,David,True
2624,0,2014-08-04T15:49:25.367286+00:00,568,POINT (-73.9427929999999947 40.7478169999999977),0,236642,previous-suggestion,Hunters Point,,Convenient to transportation,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236642/support,,2014-08-04T15:49:25.377521+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236642,,Scott,True
2623,5,2014-08-04T15:49:25.360052+00:00,568,POINT (-73.8845780000000047 40.7211029999999994),0,236641,previous-suggestion,New York,9/16/2011 0:00:00,everyone would rent one,,,,,,2014-08-04T15:49:25.363976+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236641,,,True
2622,0,2014-08-04T15:49:25.196319+00:00,568,POINT (-73.9256060000000019 40.7616659999999982),0,236640,previous-suggestion,Long Island City,,The over-utilized Northern Queens subway line could be very much helped if there were a bike share in the area. There are ample streets to ride on,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236640/support,,2014-08-04T15:49:25.198800+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236640,,Randall,True
2621,2,2014-08-04T15:49:25.157738+00:00,568,POINT (-73.9489300000000043 40.6945089999999965),0,236637,previous-suggestion,Bedford-Stuyvesant,9/16/2011 0:00:00,Let's get a station here at the G stop to help people connect to Williamsburg and Greenpoint more directly.,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236637/support,,2014-08-04T15:49:25.162660+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236637,http://graph.facebook.com/5520420/picture?type=large,Robin Lester Kenton,True
2620,1,2014-08-04T15:49:25.158542+00:00,568,POINT (-73.8529709999999966 40.6683749999999975),0,236638,previous-suggestion,Lidenwood,9/16/2011 0:00:00,i live here,,,,,,2014-08-04T15:49:25.161141+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236638,,,True
2619,0,2014-08-04T15:49:25.148419+00:00,568,POINT (-73.9403250000000014 40.6828590000000005),0,236639,previous-suggestion,Bedford-Stuyvesant,,New pet store and new cafe at this corner- would make it easy for me to grab a coffee and some cat food,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236639/comments,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236639/support,,2014-08-04T15:49:25.151506+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236639,http://graph.facebook.com/5520420/picture?type=large,Robin Lester Kenton,True
2618,1,2014-08-04T15:49:24.968799+00:00,568,POINT (-73.8676049999999975 40.8779049999999984),0,236634,previous-suggestion,Willamsbridge,9/16/2011 0:00:00,,,,,,,2014-08-04T15:49:24.971551+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236634,,,True
2616,3,2014-08-04T15:49:24.956825+00:00,568,POINT (-73.9335229999999939 40.6959719999999976),0,236636,previous-suggestion,Bedford-Stuyvesant,9/16/2011 0:00:00,,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236636/support,,2014-08-04T15:49:24.968920+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236636,,,True
2617,2,2014-08-04T15:49:24.955057+00:00,568,POINT (-73.9263349999999946 40.6843879999999984),0,236635,previous-suggestion,Bedford-Stuyvesant,9/16/2011 0:00:00,There's a great new-ish cafe here that offers great service- would make it easy to connect here from a few blocks west.,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236635/support,,2014-08-04T15:49:24.963211+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236635,http://graph.facebook.com/5520420/picture?type=large,Robin Lester Kenton,True
2615,1,2014-08-04T15:49:24.931222+00:00,568,POINT (-73.8676480000000026 40.8777430000000024),0,236633,previous-suggestion,Willamsbridge,9/16/2011 0:00:00,,,,,,,2014-08-04T15:49:24.933577+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236633,,,True
2614,3,2014-08-04T15:49:23.937767+00:00,568,POINT (-73.9276870000000059 40.6924580000000020),0,236632,previous-suggestion,Bushwick,9/16/2011 0:00:00,,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236632/support,,2014-08-04T15:49:23.940250+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236632,,,True
2612,1,2014-08-04T15:49:23.909231+00:00,568,POINT (-73.8943849999999998 40.8508009999999970),0,236631,previous-suggestion,Bathgate,9/16/2011 0:00:00,,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236631/support,,2014-08-04T15:49:23.915816+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236631,,,True
2613,1,2014-08-04T15:49:23.913327+00:00,568,POINT (-73.8672619999999966 40.8779380000000003),0,236630,previous-suggestion,Willamsbridge,9/16/2011 0:00:00,,,,,,,2014-08-04T15:49:23.915671+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236630,,,True
2611,4,2014-08-04T15:49:23.894696+00:00,568,POINT (-73.9512050000000016 40.8102110000000025),0,236629,previous-suggestion,Harlem,9/16/2011 0:00:00,The train is too expensive and I would rather just ride a bike,,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236629/support,,2014-08-04T15:49:23.897091+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236629,,Amity,True
2610,6,2014-08-04T15:49:23.656817+00:00,568,POINT (-74.0042480000000040 40.6704580000000036),0,236628,previous-suggestion,Red Hook,9/16/2011 0:00:00,RedHook needs more transpotation at this time.,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236628/support,,2014-08-04T15:49:23.659671+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236628,,Dewey,True
2609,4,2014-08-04T15:49:23.654265+00:00,568,POINT (-73.9335229999999939 40.6903099999999966),0,236627,previous-suggestion,Bedford-Stuyvesant,9/16/2011 0:00:00,,,,,,,2014-08-04T15:49:23.656709+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236627,,,True
2608,2,2014-08-04T15:49:23.593006+00:00,568,POINT (-74.0736529999999931 40.6435340000000025),0,236626,previous-suggestion,St. George,9/16/2011 0:00:00,people who biked to the Manhattan ferry can ditch their bike here and people who took the ferry can bike around Staten island.,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236626/support,,2014-08-04T15:49:23.602451+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236626,,mark davis,True
2606,6,2014-08-04T15:49:23.587596+00:00,568,POINT (-73.9900860000000051 40.5847049999999996),0,236625,previous-suggestion,Coney Island,9/16/2011 0:00:00,It would be great addition to this area.,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236625/support,,2014-08-04T15:49:23.597390+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236625,,Ali,True
2607,0,2014-08-04T15:49:23.486094+00:00,568,POINT (-73.9707740000000058 40.6728179999999995),0,236623,previous-suggestion,Prospect Heights,,My girlfriend lives here and I would like to bike to see her,,,,,,2014-08-04T15:49:23.488335+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236623,,,True
2605,2,2014-08-04T15:49:23.485945+00:00,568,POINT (-73.7937909999999988 40.7058439999999990),0,236624,previous-suggestion,Jamaica,9/16/2011 0:00:00,This is near York College and is a good location for a bike station,,,,,,2014-08-04T15:49:23.488265+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236624,,Tracey,True
2604,9,2014-08-04T15:49:23.251902+00:00,568,POINT (-73.9510329999999954 40.7084979999999987),0,236622,previous-suggestion,Williamsburg,9/16/2011 0:00:00,There hasn't been many suggestions in this area and I think it is key to have it in the mid point on a major street (Union Ave) between 2 major streets (Broadway & Grand St) for those who wants to have a station in between those 2 major streets that eve,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236622/support,,2014-08-04T15:49:23.254232+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236622,,Rika,True
2602,3,2014-08-04T15:49:23.193429+00:00,568,POINT (-74.0095689999999991 40.6738429999999980),0,236621,previous-suggestion,Red Hook,9/16/2011 0:00:00,I live and work in Brooklyn Heights and would love to ride bikes. I hope there will be one in Brooklyn Bridge Park.,,,,,,2014-08-04T15:49:23.199853+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236621,,Anne Swain,True
2603,8,2014-08-04T15:49:23.170956+00:00,568,POINT (-73.8613610000000023 40.8326520000000031),0,236620,previous-suggestion,Parkchester,9/16/2011 0:00:00,IT MAKES SENSE!,,,5,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236620/support,,2014-08-04T15:49:23.173237+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236620,,NILKA,True
2601,0,2014-08-04T15:49:23.074873+00:00,568,POINT (-74.0744569999999953 40.6425890000000010),0,236619,previous-suggestion,St. George,,Thousands of tourists ride the Staten Island Ferry each day,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236619/support,,2014-08-04T15:49:23.080759+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236619,,,True
2600,0,2014-08-04T15:49:22.999953+00:00,568,POINT (-74.0020159999999976 40.6846480000000028),0,236618,previous-suggestion,Red Hook,,Because it's right at the beginning of a safe,,,,,,2014-08-04T15:49:23.006600+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/236618,,Tamar,True
